Tipo di attività,Data,Preferita,Titolo,Distanza,Calorie,Tempo,FC Media,FC max,TE attività aerobica,Cadenza di corsa media,Cadenza di corsa max,Passo medio,Passo migliore,Ascesa totale,Discesa totale,Lunghezza media passo,Rapporto verticale medio,Oscillazione verticale media,Tempo medio di contatto con il suolo,Training Stress Score®,Potenza media,Potenza max,Grit,Flow,Swolf medio,Frequenza media vogate,Ripetizioni totali,Tempo di immersione,Temperatura min,Intervallo di superficie,Decompressione,Tempo Lap migliore,Numero di Lap,Temperatura max,Frequenza respiratoria media,Frequenza respiratoria minima,Frequenza respiratoria massima,Variazione stress,Stress iniziale,Stress finale,Stress medio,Stress max,Tempo in movimento,Tempo trascorso,Quota minima,Quota massima
Corsa,2022-09-22 19:08:46,false,"Olgiate Olona Corsa","3,16","256","00:22:08","148","161","2,6","156","168","7:01","6:17","16","20","0,92","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:57.68","4","0,0","","","","","","","","","00:21:34","00:22:08","221","232"
Cardio,2022-09-21 22:10:05,false,"Cardio","0,00","236","00:23:36","130","155","2,5","","","","","","","0,00","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","23:36.40","1","0,0","","","","","","","","","00:00:00","00:23:36","",""
Ciclismo,2022-09-20 12:40:18,false,"Olgiate Olona Ciclismo","14,23","388","00:35:43","135","161","3,1","","","23,9","37,0","95","121","0,00","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","10:33.19","3","0,0","","","","","","","","","00:34:28","00:35:43","195","253"
Camminata,2022-09-18 17:09:11,false,"Margno Camminata","1,41","118","00:27:53","97","112","0,2","72","154","19:43","10:05","52","161","0,70","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","08:57.83","2","0,0","","","","","","","","","00:21:27","00:27:53","1.362","1.491"
Camminata,2022-09-18 15:30:31,false,"Margno Camminata","0,33","53","00:09:03,8","102","117","0,3","46","150","27:11","13:32","25","17","0,80","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","09:03.80","1","0,0","","","","","","","","","00:04:54","00:09:03,8","1.476","1.496"
Camminata,2022-09-18 12:30:58,false,"Casargo Camminata","1,86","205","00:38:52","104","134","0,7","67","160","20:53","11:14","170","78","0,72","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","16:28.46","2","0,0","","","","","","","","","00:29:15","00:38:52","1.373","1.489"
Esercizio di Respirazione,2022-09-17 16:31:38,false,"Relax e con​centr. (Breve)","","","00:05:34","78","90","0,0","","","","","","","0,00","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:04.00","77","0,0","4","4","5","24","24","48","39","58","00:00:00","00:05:34","",""
Cardio,2022-09-16 18:56:29,false,"Cardio","0,00","215","00:24:00","123","144","2,0","","","","","","","0,00","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","24:00.16","1","0,0","","","","","","","","","00:00:00","00:24:00","",""
Esercizio di Respirazione,2022-09-15 22:50:32,false,"Relax e con​centr. (Breve)","","","00:05:34","85","98","0,0","","","","","","","0,00","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:04.00","77","0,0","4","4","4","-28","90","62","56","91","00:00:00","00:05:34","",""
Corsa,2022-09-15 17:45:40,false,"Olgiate Olona Corsa","2,80","257","00:22:13","151","175","2,6","126","169","7:56","5:56","17","11","1,00","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","06:41.48","3","0,0","","","","","","","","","00:19:16","00:22:13","221","233"
Esercizio di Respirazione,2022-09-15 14:29:14,false,"Relax e con​centr. (Breve)","","","00:05:34","78","90","0,0","","","","","","","0,00","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:04.00","77","0,0","5","4","6","6","30","36","34","72","00:00:00","00:05:34","",""
Cardio,2022-09-15 09:06:06,false,"Cardio","0,00","260","00:25:05","132","159","2,5","","","","","","","0,00","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","25:04.63","1","0,0","","","","","","","","","00:00:00","00:25:13","",""
Esercizio di Respirazione,2022-09-14 22:41:30,false,"Coerenza","","","00:03:35,8","91","102","0,0","","","","","","","0,00","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:01.80","48","0,0","5","4","5","42","43","85","71","87","00:00:00","00:03:35,8","",""
Ciclismo,2022-09-14 12:48:50,false,"Olgiate Olona Ciclismo","27,83","719","01:07:03","137","158","3,4","","","24,9","43,8","56","59","0,00","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","07:36.65","6","0,0","","","","","","","","","01:05:42","01:07:03","175","234"
Esercizio di Respirazione,2022-09-14 09:46:29,false,"Coerenza","","","00:03:36,9","77","83","0,0","","","","","","","0,00","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:02.88","48","0,0","5","4","5","26","29","55","33","55","00:00:00","00:03:36,9","",""
Esercizio di Respirazione,2022-09-13 20:35:27,false,"Coerenza","","","00:03:36,5","89","97","0,0","","","","","","","0,00","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:02.49","48","0,0","4","4","4","16","64","80","72","82","00:00:00","00:03:36,5","",""
Cardio,2022-09-13 18:36:18,false,"Cardio","0,00","215","00:18:05","140","157","2,6","","","","","","","0,00","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","18:04.60","1","0,0","","","","","","","","","00:00:00","00:18:05","",""
Esercizio di Respirazione,2022-09-13 13:07:12,false,"Coerenza","","","00:08:40,7","80","87","0,0","","","","","","","0,00","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.69","109","0,0","6","4","7","-17","48","31","49","73","00:00:00","00:08:40,7","",""
Corsa,2022-09-12 13:24:16,false,"Olgiate Olona Corsa","4,21","377","00:32:44","147","167","3,1","128","165","7:46","5:40","22","23","1,01","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","02:48.56","5","0,0","","","","","","","","","00:29:45","00:32:44","221","233"
Corsa,2022-09-10 19:02:16,false,"Corsa","4,02","286","00:25:43","145","167","","144","228","6:24","1:15","","","1,09","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:09.81","5","0,0","","","","","","","","","00:23:26","00:25:43","",""
Corsa,2022-09-09 12:58:28,false,"Corsa","2,37","188","00:15:26","156","177","","140","216","6:30","0:42","","","1,10","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","03:03.13","3","0,0","","","","","","","","","00:14:07","00:15:26","",""
Corsa,2022-09-08 19:09:33,false,"Corsa","3,43","252","00:22:16","147","170","","144","220","6:30","0:33","","","1,08","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","03:25.03","4","0,0","","","","","","","","","00:20:54","00:22:16","",""
Corsa,2022-09-07 18:43:50,false,"Corsa serale","4,33","303","00:30:56","139","162","","136","234","7:09","1:06","","","1,02","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","04:05.04","5","0,0","","","","","","","","","00:28:29","00:30:56","",""
Corsa,2022-09-05 19:12:36,false,"Corsa","4,05","290","00:27:38","144","167","","138","194","6:49","1:09","","","1,05","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:41.21","5","0,0","","","","","","","","","00:25:36","00:28:28","",""
Ciclismo,2022-09-02 18:59:07,false,"Giro in bici","14,63","301","00:38:24","121","148","","","","22,9","","","","0,00","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","38:23.64","1","0,0","","","","","","","","","00:00:00","00:38:26","",""
Camminata,2022-09-01 21:50:37,false,"Camminata","3,51","266","00:22:58","152","175","","142","230","6:32","1:22","","","1,07","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","03:39.90","4","0,0","","","","","","","","","00:20:35","00:22:58","",""
Camminata,2019-08-04 20:51:03,false,"Camminata","0,43","29","00:07:11,1","94","112","","82","146","16:48","3:28","","","0,73","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.00","1","0,0","","","","","","","","","00:05:28","00:07:11,1","",""
Camminata,2019-08-04 19:44:40,false,"Camminata","0,53","34","00:07:45,0","97","107","","102","120","14:41","5:12","","","0,67","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.00","1","0,0","","","","","","","","","00:05:54","00:07:45,0","",""
Camminata,2019-06-13 13:32:12,false,"Camminata","0,54","48","00:08:05,0","111","143","","102","168","15:03","5:12","","","0,65","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.00","1","0,0","","","","","","","","","00:05:39","00:08:05,0","",""
Camminata,2019-05-06 08:48:12,false,"Camminata","0,56","45","00:07:49,0","107","118","","108","144","13:59","5:13","","","0,66","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.00","1","0,0","","","","","","","","","00:05:39","00:07:49,0","",""
Camminata,2019-04-11 08:22:24,false,"Camminata","0,70","48","00:09:42,8","92","108","","108","144","13:58","6:55","","","0,66","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.00","1","0,0","","","","","","","","","00:07:11","00:09:42,8","",""
Camminata,2019-04-11 08:13:57,false,"Camminata","0,68","36","00:06:25,2","111","120","","116","134","9:23","5:12","","","0,92","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.00","1","0,0","","","","","","","","","00:06:22","00:06:25,2","",""
Camminata,2019-04-09 23:14:53,false,"Camminata","0,55","38","00:07:13,1","92","105","","114","140","13:07","5:13","","","0,67","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.00","1","0,0","","","","","","","","","00:05:20","00:07:13,1","",""
Camminata,2019-04-09 22:51:59,false,"Camminata","0,78","51","00:09:42,8","90","115","","114","194","12:27","3:28","","","0,70","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.00","1","0,0","","","","","","","","","00:07:43","00:09:42,8","",""
Camminata,2019-04-09 18:00:39,false,"Camminata","0,89","87","00:14:58","112","154","","98","148","16:50","4:10","","","0,61","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.00","1","0,0","","","","","","","","","00:09:47","00:14:58","",""
Camminata,2019-04-04 18:00:48,false,"Camminata","1,51","90","00:19:25","100","113","","106","134","12:53","6:55","","","0,72","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","09:00.74","2","0,0","","","","","","","","","00:16:05","00:19:25","",""
Camminata,2019-04-04 17:46:01,false,"Camminata","0,79","48","00:09:00,9","107","116","","110","158","11:22","5:12","","","0,80","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.00","1","0,0","","","","","","","","","00:08:35","00:09:00,9","",""
Camminata,2019-04-04 08:21:21,false,"Camminata","1,28","107","00:16:52","120","130","","106","150","13:08","5:12","","","0,71","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","05:35.04","2","0,0","","","","","","","","","00:14:26","00:16:52","",""
Camminata,2019-04-04 08:06:38,false,"Camminata","0,60","33","00:06:37,1","106","117","","108","140","11:05","5:12","","","0,84","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.00","1","0,0","","","","","","","","","00:06:32","00:06:37,1","",""
Camminata,2019-04-04 07:07:09,false,"Camminata","0,91","62","00:12:01","84","103","","120","218","13:16","4:37","","","0,63","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.00","1","0,0","","","","","","","","","00:09:02","00:12:01","",""
Camminata,2019-03-29 10:22:04,false,"Camminata","0,81","66","00:11:44","95","136","","100","176","14:25","5:12","","","0,69","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.00","1","0,0","","","","","","","","","00:08:22","00:11:44","",""
Camminata,2019-03-27 19:15:01,false,"Camminata","0,84","90","00:11:45","125","173","","108","184","13:56","6:55","","","0,66","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.00","1","0,0","","","","","","","","","00:09:06","00:11:45","",""
Camminata,2019-03-27 18:02:20,false,"Camminata","2,32","148","00:28:30","86","115","","114","158","12:18","5:13","","","0,72","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","07:19.70","3","0,0","","","","","","","","","00:24:28","00:28:30","",""
Camminata,2019-03-27 08:02:37,false,"Camminata","2,61","203","00:32:20","114","156","","116","144","12:22","3:28","","","0,70","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","10:07.94","3","0,0","","","","","","","","","00:27:27","00:32:20","",""
Camminata,2019-03-27 07:08:37,false,"Camminata","0,87","67","00:10:27","105","140","","120","180","12:02","3:28","","","0,69","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.00","1","0,0","","","","","","","","","00:07:58","00:10:27","",""
Camminata,2019-03-25 16:46:00,false,"Camminata","0,71","50","00:09:40,8","105","118","","114","258","13:36","3:28","","","0,65","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.00","1","0,0","","","","","","","","","00:06:57","00:09:40,8","",""
Camminata,2019-03-25 12:34:06,false,"Camminata","0,63","48","00:09:34,8","103","118","","104","150","15:14","6:55","","","0,63","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.00","1","0,0","","","","","","","","","00:06:58","00:09:34,8","",""
Camminata,2019-03-18 11:54:51,false,"Camminata","0,53","44","00:08:11,1","103","124","","108","140","15:29","6:55","","","0,60","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.00","1","0,0","","","","","","","","","00:05:28","00:08:11,1","",""
Camminata,2019-03-18 10:43:23,false,"Camminata","0,48","37","00:06:55,2","102","134","","114","132","14:17","6:55","","","0,61","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.00","1","0,0","","","","","","","","","00:04:43","00:06:55,2","",""
Camminata,2019-03-18 10:15:13,false,"Camminata","0,51","34","00:07:55,2","92","112","","98","156","15:37","4:09","","","0,65","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.00","1","0,0","","","","","","","","","00:05:40","00:07:55,2","",""
Camminata,2019-03-15 21:10:19,false,"Camminata","0,59","58","00:09:35,0","107","143","","106","158","16:17","6:55","","","0,58","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.00","1","0,0","","","","","","","","","00:06:18","00:09:35,0","",""
Camminata,2019-03-11 11:46:39,false,"Camminata","0,51","42","00:07:27,0","100","120","","108","158","14:40","5:12","","","0,63","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.00","1","0,0","","","","","","","","","00:05:13","00:07:27,0","",""
Camminata,2019-03-10 21:24:48,false,"Camminata","0,46","28","00:05:53,3","100","112","","106","150","12:50","6:55","","","0,74","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.00","1","0,0","","","","","","","","","00:05:06","00:05:53,3","",""
Camminata,2019-03-04 12:34:45,false,"Camminata","0,43","32","00:06:07,3","95","104","","108","186","14:14","3:47","","","0,65","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.00","1","0,0","","","","","","","","","00:04:09","00:06:07,3","",""
Camminata,2019-03-02 18:34:29,false,"Camminata","0,52","41","00:07:49,2","107","122","","110","128","15:07","5:57","","","0,60","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.00","1","0,0","","","","","","","","","00:05:31","00:07:49,2","",""
Camminata,2019-02-16 20:17:22,false,"Camminata","0,59","44","00:07:14,3","112","121","","104","168","12:22","5:12","","","0,78","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.00","1","0,0","","","","","","","","","00:05:46","00:07:14,3","",""
Camminata,2019-02-07 19:57:54,false,"Camminata","0,55","60","00:08:07,0","122","149","","110","164","14:52","5:12","","","0,61","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.00","1","0,0","","","","","","","","","00:05:43","00:08:07,0","",""
Camminata,2019-01-26 16:58:01,false,"Camminata","0,74","49","00:11:27","96","109","","104","132","15:34","5:12","","","0,62","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.00","1","0,0","","","","","","","","","00:08:38","00:11:27","",""
Camminata,2019-01-26 15:39:17,false,"Camminata","1,22","106","00:17:32","116","140","","100","192","14:19","3:28","","","0,70","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.00","2","0,0","","","","","","","","","00:13:54","00:17:32","",""
Camminata,2019-01-13 18:12:59,false,"Camminata","2,55","157","00:31:45","109","123","","106","160","12:27","5:12","","","0,75","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.00","3","0,0","","","","","","","","","00:28:12","00:31:45","",""
Camminata,2019-01-13 16:43:37,false,"Camminata","0,39","34","00:06:45,4","107","125","","92","144","17:24","6:55","","","0,62","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.00","1","0,0","","","","","","","","","00:04:41","00:06:45,4","",""
Camminata,2019-01-13 16:12:40,false,"Camminata","1,47","99","00:21:40","93","133","","100","158","14:46","5:12","","","0,68","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.00","2","0,0","","","","","","","","","00:16:36","00:21:40","",""
Ciclismo su strada,2019-01-05 11:11:30,false,"Cycling","0,00","39","00:10:11","89","108","","","","","","","","0,00","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.00","1","0,0","","","","","","","","","00:00:00","00:10:11","",""
Camminata,2019-01-03 13:43:25,false,"Camminata","1,07","94","00:15:51","114","127","","108","150","14:48","5:12","","","0,63","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.00","1","0,0","","","","","","","","","00:11:50","00:15:51","",""
Camminata,2019-01-02 15:07:49,false,"Camminata","1,16","115","00:18:18","116","156","","98","156","15:50","2:19","","","0,64","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.00","1","0,0","","","","","","","","","00:14:00","00:18:18","",""
Camminata,2019-01-02 14:30:46,false,"Camminata","0,81","68","00:10:45","113","130","","96","148","13:14","6:55","","","0,79","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.00","1","0,0","","","","","","","","","00:09:57","00:10:45","",""
Camminata,2019-01-02 12:57:15,false,"Camminata","1,49","102","00:20:50","93","111","","106","188","14:01","5:12","","","0,67","0,0","0,0","0","0,0","0","0","0,0","0,0","0","0","0","0:00","0,0","0:00","No","00:00.00","1","0,0","","","","","","","","","00:15:57","00:20:50","",""
